Ticker,Industry,Business
2880.TW,貿易百貨,"Hua Nan 金融 Holdings Co., Ltd., 及其 子公司, 提供 金融 服務 in 台灣 and internationally. It operates through Bank, Securities, 保險, and Other segments. The company 提供 various 銀行 服務, including commercial 銀行, offshore 銀行, oversea..."
5534.TW,航運業,"Chong Hong 營造 Co., Ltd., 及其 子公司, 從事 the 營造, sale, and leasing of residential and commercial buildings in 台灣. It operates in two segments, Building and 營造. The company leases factories; and undertakes civil engineering and 營造..."
3037.TW,電子零組件業,"Unimicron 科技 Corp., 及其 子公司, 從事 the manufacturing, processing, and sale of printed circuit boards, electrical 設備, 電子 產品, and integrated circuit product 測試 and burn-in systems in 台灣, China, Asia, the Americas, and internationally. T..."
2371.TW,電機機械,"Tatung Co., Ltd., through its 子公司, 提供 能源 saving and green 能源 related systems and 服務 in 台灣, Rest of Asia, Europe, America, and internationally. It operates through Electric 電力, system integration and new 能源; 電子 Manufacturing 服務; 消費性 Electroni..."
2337.TW,半導體業,"Macronix International Co., Ltd. 從事 the 設計, manufacture, and supply of 積體電路 and 記憶體 chips. The company 提供 a range of NOR flash, NAND flash, e MMC, and read-only 記憶體 產品. It also offers wafer foundry 服務 to IC 設計 and IDM companies; ArmorFlash, a se..."
6139.TW,其他電子業,"L&K Engineering Co., Ltd. 提供 turnkey engineering 服務 in 台灣, Hongkong, and internationally. It installs pipes, heating and air conditioning systems; 批發 and 零售 of 醫療 設備; imports, exports, customer development and after sales 服務.L&K Engineering Co., Ltd. was ..."
3017.TW,電腦及週邊設備業,"Asia Vital 零組件 Co., Ltd., 及其 子公司, 提供 total thermal solutions worldwide. It is involved in the manufacturing, installation, processing, sales, and import and export of various 電子 零組件, 電子 材料, communication 電子 機械 產品..."
2455.TW,通信網路業,"Visual Photonics Epitaxy Co., Ltd. 從事 the 研發, manufacture, and sale of micro電子 產品 in 台灣, the United States, and internationally. The company offers micro電子s epi 晶圓, including gallium arsenide (GaAs) heterojunction bipolar transistor (HBT), ..."
5483.TWO,半導體業,"Sino-American Silicon 產品 Inc. 從事 the 研發, 設計, manufacturing, and sale of 半導體 silicon 材料 and related 零組件, varistors, opto電子s, and communication wafer 材料. The company operates through 半導體 Business Group, Renewable ..."
3152.TWO,通信網路業,"Advanced Ceramic X Corporation 設計s, 製造, and 銷售 RF front-end devices and modules for wireless communication applications in 台灣, China, the United States, and internationally. It offers antenna; baluns; couplers; filters; multi-plexers; 電力 dividers; RF front-end modules; and hi..."
2401.TW,半導體業,Sunplus 科技 公司 有限公司 focuses on the 設計 and system integration of audio-visual platform chips primarily in 台灣 and Asia. The company 提供 digital audio-visual and intelligent acoustic chips for multimedia and 車用 applications; IC solutions for multimedia and 車用...
2603.TW,觀光餐旅,"Evergreen Marine Corporation (台灣) Ltd., 及其 子公司, 從事 the 航運 carrier and agency, container terminal operations, and commercial port area ship repair businesses in 台灣, North America, Europe, Asia, and internationally. The company 提供 cargo loading and d..."
2324.TW,電腦及週邊設備業,"Compal 電子s, Inc. 製造 and 銷售 notebook personal 電腦s, monitors, LCD TVs, mobile phones, and other 零組件 and peripherals in 台灣, the United States, China, the United Kingdom, Japan, India, Germany, Netherlands, and internationally. It operates through Information Techno..."
3231.TW,電腦及週邊設備業,"Wistron Corporation, 及其 子公司, 從事 the 設計, manufacture, and sale of information 科技 產品 in the United States, Europe, China, and internationally. The company is involved in research, development, and 測試 of 產品 and semi-furnished 產品, and it..."
1102.TW,水泥工業,"Asia Cement Corporation 從事 the cement business in China and 台灣. It operates through Cement, Electric 電力, Investment, 營造, Transportation, Special Steel, and Leasing segments. The company is involved in the mining, production, transportation, and sale of cement, cement semi-fi..."
3533.TW,電子零組件業,"Lotes Co., Ltd., 及其 子公司, 設計s, 製造, and 銷售 precision 電子 interconnect 零組件 and 硬體 parts in 台灣, China, and internationally. It offers CPU, sim card, SPI, and 車用 sockets; liquid cooling solutions; 記憶體 connectors; slot/edge cards;..."
2385.TW,電子零組件業,"Chicony 電子s Co., Ltd. 從事 the manufacture and sale of 電子 parts and 零組件 in 台灣 and internationally. It produces and 銷售 電腦 peripherals, 從事 overseas mergers, acquisition, and management; import and export of 電力 supplies and related 產品; research..."
1402.TW,紡織纖維,"Far Eastern New Century Corporation 製造 and 銷售 polyester 材料, and semi-finished and finished textiles in 台灣, China, and internationally. It operates through Production, Telecommunication 服務, Property Development, and Investment and Others segments. The company offers cott..."
1536.TW,建材營造,"Hota 工業 Mfg. Co., Ltd. 製造 and 銷售 車用 and motorcycle gears and shafts in 台灣. The company offers rotor, link, and starter shaft; input gear, intermediate gear, output gear, park gear, and spool; differential; gearbox; balance shaft, sprocket oil pump, gear balance shaft..."
2890.TW,貿易百貨,"SinoPac 金融 Holdings 公司 有限公司, through its 子公司, 提供 銀行 服務 worldwide. It operates through 銀行, Securities, and Other Business segments. The company offers corporate 銀行, 零售 銀行, wealth management, 金融 服務, digital 銀行, and other ser..."
6274.TWO,電子零組件業,"台灣 Union 科技 Corporation 製造 and 銷售 copper clad laminates in Asia and internationally. The company offers high frequency, extreme low loss, super low loss, very low loss, low loss, and high thermal reliability laminates, as well as mid and standard loss 材料, non-flow/ mi..."
3711.TW,半導體業,"ASE 科技 Holding Co., Ltd., 及其 子公司, 提供 半導體 manufacturing 服務 in the United States, 台灣, rest of Asia, Europe, and internationally. It operates through 封裝, 測試, and EMS. The company offers 半導體 封裝, interconnect 材料..."
3673.TW,光電業,"TPK Holding Co., Ltd., 及其 子公司, 開發, 製造, and 銷售 touch modules and 顯示器s, and indium tin oxide glass-related 產品 in 台灣, rest of Asia, the United States, Europe, and internationally. The company also offers protective glass covers and full laminatio..."
